user_id,image_id,class
21,0,1
39,1,44
80,2,71
74,3,11
22,4,99
27,5,62
55,6,42
94,7,96
88,8,89
68,9,15
67,10,48
26,11,3
55,12,57
67,13,59
16,14,63
34,15,35
77,16,38
40,17,31
40,18,5
0,19,52
10,20,53
24,21,65
9,22,72
85,23,42
92,24,78
35,25,31
44,26,61
28,27,56
85,28,46
6,29,58
61,30,67
56,31,90
38,32,19
70,33,28
75,34,89
4,35,39
96,36,77
23,37,50
4,38,4
28,39,29
47,40,78
88,41,89
64,42,3
66,43,70
49,44,38
8,45,88
39,46,44
38,47,19
2,48,32
71,49,79
47,50,88
58,51,92
25,52,34
11,53,51
78,54,64
80,55,14
93,56,78
74,57,30
63,58,92
4,59,75
41,60,76
17,61,85
39,62,44
26,63,69
62,64,52
17,65,40
72,66,73
60,67,10
31,68,80
93,69,34
87,70,96
24,71,93
18,72,87
40,73,5
36,74,65
83,75,69
44,76,65
21,77,71
17,78,40
0,79,80
2,80,32
85,81,42
21,82,86
17,83,40
7,84,49
31,85,17
3,86,22
73,87,18
90,88,14
24,89,86
60,90,47
47,91,78
60,92,10
88,93,89
12,94,43
80,95,90
28,96,68
25,97,40
60,98,10
25,99,74
54,100,64
1,101,77
74,102,23
14,103,59
93,104,56
86,105,27
26,106,39
82,107,0
64,108,75
62,109,52
29,110,58
91,111,80
23,112,39
75,113,57
56,114,28
21,115,71
65,116,8
24,117,65
5,118,36
19,119,16
23,120,50
69,121,27
81,122,10
14,123,36
55,124,68
10,125,8
53,126,57
36,127,59
97,128,0
43,129,84
17,130,85
62,131,52
57,132,73
76,133,14
33,134,1
7,135,49
70,136,79
17,137,21
69,138,95
74,139,71
82,140,24
1,141,85
64,142,45
79,143,33
69,144,27
57,145,2
51,146,63
91,147,13
85,148,90
24,149,6
23,150,37
25,151,34
56,152,90
82,153,71
36,154,65
0,155,54
34,156,26
48,157,49
38,158,95
75,159,57
92,160,21
55,161,10
34,162,35
25,163,40
55,164,39
22,165,99
53,166,44
95,167,99
42,168,86
42,169,86
2,170,32
54,171,25
20,172,53
38,173,19
94,174,99
57,175,59
58,176,12
74,177,47
67,178,48
71,179,59
50,180,92
2,181,32
57,182,2
48,183,61
94,184,56
25,185,94
81,186,97
17,187,81
72,188,73
27,189,83
59,190,9
71,191,59
42,192,86
91,193,13
33,194,37
17,195,40
35,196,41
92,197,78
96,198,14
21,199,67
5,200,16
56,201,28
56,202,39
57,203,2
87,204,22
0,205,54
37,206,38
45,207,45
82,208,74
89,209,21
16,210,93
14,211,98
35,212,41
10,213,38
46,214,81
70,215,28
54,216,25
71,217,79
40,218,31
97,219,0
73,220,18
97,221,82
52,222,12
92,223,78
90,224,99
80,225,45
16,226,93
44,227,61
25,228,40
28,229,29
28,230,29
4,231,4
14,232,59
3,233,80
5,234,86
21,235,71
31,236,80
40,237,5
29,238,58
74,239,30
18,240,87
8,241,88
31,242,39
99,243,7
39,244,44
99,245,7
72,246,27
25,247,40
16,248,53
58,249,8
49,250,38
93,251,78
49,252,55
86,253,21
34,254,35
30,255,6
75,256,2
90,257,21
75,258,57
53,259,44
40,260,5
91,261,13
59,262,82
31,263,39
33,264,37
44,265,94
76,266,82
48,267,1
56,268,79
71,269,79
65,270,95
10,271,53
53,272,66
94,273,73
93,274,78
17,275,81
96,276,11
39,277,44
51,278,15
89,279,33
33,280,37
2,281,32
68,282,15
35,283,61
10,284,8
45,285,45
20,286,84
93,287,56
88,288,77
21,289,71
22,290,83
25,291,94
69,292,27
70,293,79
46,294,74
81,295,71
