user_id,image_id,class
21,0,1
24,1,44
67,2,71
32,3,11
15,4,99
84,5,62
10,6,42
49,7,96
92,8,89
40,9,15
69,10,48
49,11,3
9,12,57
27,13,59
51,14,63
44,15,35
83,16,38
14,17,31
62,18,5
1,19,52
76,20,53
17,21,65
89,22,72
88,23,42
8,24,78
14,25,31
83,26,61
40,27,56
23,28,46
29,29,58
11,30,67
45,31,90
49,32,19
57,33,28
5,34,89
15,35,39
34,36,77
61,37,50
23,38,4
53,39,29
8,40,78
92,41,89
49,42,3
99,43,70
28,44,38
22,45,88
66,46,44
54,47,19
65,48,32
70,49,79
38,50,88
99,51,92
36,52,34
55,53,51
85,54,64
97,55,14
8,56,78
83,57,30
99,58,92
43,59,75
10,60,76
85,61,85
24,62,44
49,63,69
69,64,52
43,65,40
59,66,73
48,67,10
58,68,80
57,69,34
32,70,96
98,71,93
31,72,87
62,73,5
35,74,65
50,75,69
35,76,65
67,77,71
43,78,40
47,79,80
70,80,32
88,81,42
1,82,86
43,83,40
9,84,49
16,85,17
26,86,22
22,87,18
97,88,14
1,89,86
82,90,47
8,91,78
19,92,10
92,93,89
39,94,43
69,95,90
85,96,68
91,97,40
19,98,10
6,99,74
49,100,64
24,101,77
38,102,23
27,103,59
95,104,56
88,105,27
46,106,39
84,107,0
86,108,75
34,109,52
42,110,58
62,111,80
46,112,39
9,113,57
16,114,28
49,115,71
82,116,8
17,117,65
5,118,36
21,119,16
76,120,50
74,121,27
48,122,10
68,123,36
93,124,68
63,125,8
7,126,57
27,127,59
84,128,0
12,129,84
85,130,85
79,131,52
21,132,73
70,133,14
48,134,1
9,135,49
70,136,79
18,137,21
29,138,95
67,139,71
90,140,24
81,141,85
36,142,45
2,143,33
74,144,27
56,145,2
51,146,63
54,147,13
69,148,90
4,149,6
27,150,37
36,151,34
45,152,90
67,153,71
35,154,65
0,155,54
31,156,26
98,157,49
29,158,95
9,159,57
87,160,21
16,161,10
44,162,35
52,163,40
98,164,39
15,165,99
66,166,44
47,167,99
1,168,86
46,169,86
65,170,32
68,171,25
80,172,53
45,173,19
47,174,99
27,175,59
91,176,12
96,177,47
69,178,48
27,179,59
38,180,92
65,181,32
56,182,2
96,183,61
97,184,56
7,185,94
34,186,97
94,187,81
59,188,73
13,189,83
76,190,9
28,191,59
46,192,86
18,193,13
59,194,37
43,195,40
33,196,41
8,197,78
98,198,14
11,199,67
21,200,16
5,201,28
99,202,39
56,203,2
75,204,22
0,205,54
12,206,38
25,207,45
43,208,74
87,209,21
47,210,93
24,211,98
33,212,41
5,213,38
94,214,81
71,215,28
68,216,25
74,217,79
37,218,31
84,219,0
22,220,18
9,221,82
91,222,12
8,223,78
15,224,99
36,225,45
98,226,93
83,227,61
52,228,40
55,229,29
53,230,29
23,231,4
27,232,59
58,233,80
1,234,86
67,235,71
58,236,80
62,237,5
42,238,58
79,239,30
31,240,87
