user_id,image_id,class
29,0,1
15,1,44
83,2,71
61,3,11
43,4,99
21,5,62
53,6,42
41,7,96
90,8,89
39,9,15
42,10,48
44,11,3
7,12,57
65,13,59
45,14,63
81,15,35
87,16,38
84,17,31
23,18,5
1,19,52
11,20,53
80,21,65
29,22,72
53,23,42
52,24,78
47,25,31
89,26,61
32,27,56
87,28,46
64,29,58
26,30,67
5,31,90
88,32,19
20,33,28
13,34,89
5,35,39
95,36,77
40,37,50
79,38,4
60,39,29
52,40,78
90,41,89
57,42,3
75,43,70
68,44,38
86,45,88
15,46,44
88,47,19
28,48,32
12,49,79
86,50,88
36,51,92
73,52,34
77,53,51
44,54,64
46,55,14
52,56,78
78,57,30
36,58,92
19,59,75
8,60,76
25,61,85
15,62,44
49,63,69
43,64,52
26,65,40
38,66,73
30,67,10
48,68,80
73,69,34
21,70,96
72,71,93
20,72,87
23,73,5
80,74,65
92,75,69
80,76,65
31,77,71
60,78,40
5,79,80
42,80,32
53,81,42
1,82,86
26,83,40
5,84,49
9,85,17
16,86,22
75,87,18
46,88,14
1,89,86
58,90,47
52,91,78
30,92,10
90,93,89
13,94,43
77,95,90
49,96,68
76,97,40
30,98,10
27,99,74
44,100,64
59,101,77
78,102,23
65,103,59
82,104,56
51,105,27
54,106,39
96,107,0
19,108,75
43,109,52
64,110,58
90,111,80
54,112,39
7,113,57
20,114,28
31,115,71
34,116,8
80,117,65
14,118,36
69,119,16
40,120,50
51,121,27
41,122,10
14,123,36
49,124,68
34,125,8
7,126,57
65,127,59
96,128,0
71,129,84
25,130,85
93,131,52
38,132,73
46,133,14
66,134,1
39,135,49
12,136,79
63,137,21
33,138,95
31,139,71
35,140,24
25,141,85
50,142,45
2,143,33
51,144,27
18,145,2
45,146,63
29,147,13
95,148,90
74,149,6
38,150,37
73,151,34
5,152,90
96,153,71
80,154,65
0,155,54
21,156,26
84,157,49
33,158,95
7,159,57
89,160,21
30,161,10
81,162,35
76,163,40
66,164,39
38,165,99
15,166,44
90,167,99
1,168,86
1,169,86
28,170,32
62,171,25
11,172,53
88,173,19
90,174,99
65,175,59
84,176,12
58,177,47
42,178,48
83,179,59
36,180,92
28,181,32
18,182,2
93,183,61
82,184,56
59,185,94
67,186,97
47,187,81
41,188,73
24,189,83
63,190,9
97,191,59
11,192,86
22,193,13
91,194,37
60,195,40
70,196,41
52,197,78
46,198,14
26,199,67
51,200,16
3,201,28
66,202,39
18,203,2
99,204,22
0,205,54
68,206,38
50,207,45
85,208,74
89,209,21
72,210,93
16,211,98
70,212,41
68,213,38
48,214,81
25,215,28
62,216,25
86,217,79
84,218,31
96,219,0
83,220,18
98,221,82
3,222,12
52,223,78
90,224,99
50,225,45
72,226,93
89,227,61
76,228,40
74,229,29
60,230,29
79,231,4
65,232,59
30,233,80
1,234,86
31,235,71
67,236,80
23,237,5
64,238,58
78,239,30
99,240,87
85,241,88
54,242,39
4,243,7
15,244,44
13,245,7
51,246,27
76,247,40
11,248,53
34,249,8
68,250,38
52,251,78
70,252,55
82,253,21
81,254,35
83,255,6
18,256,2
89,257,21
7,258,57
15,259,44
23,260,5
22,261,13
97,262,82
54,263,39
91,264,37
94,265,94
97,266,82
66,267,1
12,268,79
86,269,79
33,270,95
11,271,53
6,272,66
41,273,73
52,274,78
47,275,81
61,276,11
15,277,44
37,278,15
2,279,33
91,280,37
28,281,32
37,282,15
42,283,61
34,284,8
42,285,45
71,286,84
32,287,56
95,288,77
31,289,71
3,290,83
59,291,94
51,292,27
12,293,79
85,294,74
96,295,71
94,296,94
92,297,69
69,298,16
22,299,13
70,300,55
68,301,38
48,302,39
99,303,87
21,304,62
52,305,78
64,306,58
64,307,58
34,308,8
47,309,43
25,310,66
93,311,52
61,312,19
98,313,82
79,314,32
43,315,52
12,316,79
16,317,15
23,318,5
10,319,90
31,320,48
94,321,36
37,322,15
50,323,45
34,324,8
17,325,20
71,326,84
61,327,11
38,328,53
13,329,89
52,330,29
14,331,36
7,332,57
26,333,67
23,334,5
69,335,16
68,336,38
57,337,95
6,338,85
88,339,52
51,340,27
24,341,83
13,342,43
37,343,55
16,344,72
2,345,33
72,346,93
94,347,94
80,348,65
13,349,89
86,350,79
75,351,18
22,352,13
22,353,13
54,354,39
5,355,80
11,356,85
60,357,29
35,358,24
71,359,84
55,360,91
73,361,34
40,362,50
79,363,3
75,364,70
40,365,82
42,366,48
42,367,32
29,368,13
20,369,28
41,370,70
6,371,66
30,372,10
19,373,75
47,374,81
38,375,91
99,376,87
81,377,35
96,378,0
12,379,79
0,380,54
43,381,99
0,382,54
7,383,57
68,384,38
20,385,28
79,386,4
40,387,82
77,388,51
64,389,89
3,390,28
30,391,10
25,392,85
77,393,51
28,394,3
97,395,23
16,396,15
89,397,61
75,398,89
67,399,74
10,400,60
55,401,91
81,402,35
5,403,80
68,404,38
9,405,17
83,406,18
14,407,36
29,408,92
64,409,58
6,410,66
78,411,23
81,412,35
50,413,45
28,414,32
36,415,92
73,416,34
71,417,84
41,418,96
7,419,57
8,420,76
31,421,48
56,422,9
69,423,16
33,424,95
33,425,95
34,426,8
68,427,38
65,428,59
5,429,90
51,430,27
42,431,61
96,432,0
19,433,75
8,434,76
59,435,94
11,436,53
44,437,17
82,438,21
78,439,30
52,440,78
38,441,53
86,442,35
16,443,72
25,444,85
73,445,16
45,446,63
24,447,83
16,448,72
48,449,80
33,450,95
21,451,96
17,452,20
77,453,51
58,454,47
57,455,98
85,456,74
34,457,8
58,458,47
70,459,41
41,460,70
45,461,63
50,462,18
69,463,16
15,464,44
20,465,28
59,466,1
57,467,98
66,468,6
30,469,10
73,470,34
79,471,3
24,472,31
89,473,21
32,474,56
41,475,97
86,476,88
33,477,95
72,478,93
58,479,47
45,480,63
82,481,4
75,482,70
5,483,90
43,484,52
10,485,60
6,486,66
86,487,88
47,488,81
16,489,98
12,490,79
61,491,11
89,492,21
42,493,32
50,494,45
54,495,39
8,496,76
6,497,66
14,498,36
54,499,39
86,500,87
12,501,79
30,502,80
48,503,80
83,504,18
60,505,30
29,506,91
44,507,17
53,508,42
95,509,77
98,510,82
15,511,44
24,512,31
13,513,43
44,514,64
35,515,24
74,516,6
43,517,99
20,518,28
91,519,37
23,520,5
68,521,51
25,522,85
25,523,85
97,524,23
92,525,69
94,526,94
25,527,85
51,528,32
84,529,12
83,530,18
24,531,83
37,532,55
46,533,14
15,534,87
1,535,6
74,536,29
11,537,53
97,538,90
33,539,95
9,540,17
53,541,42
49,542,68
20,543,28
64,544,58
47,545,81
83,546,18
73,547,34
94,548,94
30,549,10
98,550,82
29,551,1
32,552,56
2,553,33
22,554,13
16,555,22
5,556,90
13,557,43
55,558,91
3,559,12
52,560,78
7,561,57
92,562,69
36,563,92
9,564,62
3,565,12
24,566,83
28,567,32
0,568,54
70,569,41
86,570,35
48,571,39
82,572,80
17,573,90
71,574,84
2,575,33
40,576,50
81,577,4
82,578,21
1,579,86
71,580,84
15,581,87
26,582,67
55,583,91
18,584,2
17,585,20
7,586,57
54,587,39
73,588,34
3,589,83
90,590,99
10,591,60
62,592,25
5,593,55
6,594,66
62,595,25
47,596,43
75,597,70
70,598,55
35,599,24
41,600,73
6,601,66
53,602,42
83,603,6
88,604,19
46,605,14
80,606,65
29,607,72
54,608,34
31,609,71
59,610,1
97,611,94
42,612,48
23,613,5
67,614,91
62,615,25
30,616,80
97,617,90
65,618,59
59,619,44
11,620,53
73,621,58
82,622,4
81,623,35
44,624,17
36,625,92
1,626,86
2,627,33
50,628,45
16,629,89
33,630,95
68,631,38
1,632,86
92,633,36
91,634,37
1,635,86
87,636,21
0,637,54
61,638,11
34,639,8
22,640,55
56,641,5
18,642,2
79,643,3
59,644,1
64,645,58
41,646,70
17,647,20
54,648,97
92,649,69
18,650,2
1,651,86
36,652,92
65,653,59
36,654,92
78,655,30
1,656,86
20,657,28
62,658,25
63,659,9
74,660,29
0,661,54
97,662,0
50,663,45
64,664,58
38,665,53
6,666,66
97,667,0
11,668,53
21,669,96
61,670,19
30,671,10
40,672,52
39,673,53
16,674,89
92,675,36
56,676,49
50,677,45
43,678,99
59,679,1
11,680,85
76,681,40
66,682,52
83,683,6
17,684,20
63,685,21
92,686,69
90,687,25
4,688,7
9,689,62
71,690,84
5,691,90
71,692,84
30,693,10
2,694,33
7,695,57
42,696,48
15,697,44
77,698,51
75,699,89
99,700,87
42,701,48
25,702,85
88,703,19
21,704,96
8,705,76
24,706,83
65,707,59
12,708,79
58,709,47
7,710,57
55,711,91
97,712,82
80,713,65
32,714,56
69,715,16
52,716,78
10,717,60
58,718,47
55,719,91
37,720,55
33,721,95
72,722,93
74,723,29
5,724,90
22,725,13
36,726,92
72,727,93
90,728,89
71,729,84
13,730,43
61,731,11
54,732,39
46,733,14
56,734,5
79,735,3
90,736,99
0,737,54
98,738,18
98,739,18
40,740,50
38,741,73
93,742,61
81,743,35
25,744,28
4,745,26
97,746,82
66,747,1
10,748,60
31,749,48
65,750,59
79,751,3
86,752,88
1,753,6
65,754,59
59,755,44
38,756,73
71,757,84
33,758,95
69,759,69
40,760,50
17,761,20
17,762,20
29,763,72
98,764,82
77,765,51
5,766,55
10,767,60
52,768,78
67,769,97
1,770,86
72,771,93
97,772,82
41,773,73
36,774,92
20,775,58
