user_id,image_id,class
7,0,1
29,1,44
67,2,71
19,3,11
7,4,99
46,5,62
14,6,42
82,7,96
89,8,89
96,9,15
62,10,48
39,11,3
52,12,57
62,13,59
13,14,63
23,15,35
95,16,38
35,17,31
49,18,5
1,19,52
32,20,53
11,21,65
74,22,72
81,23,42
52,24,78
19,25,31
40,26,61
2,27,56
49,28,46
4,29,58
47,30,67
22,31,90
93,32,19
79,33,28
16,34,89
1,35,39
91,36,77
42,37,50
20,38,4
32,39,29
19,40,78
78,41,89
48,42,3
94,43,70
62,44,38
46,45,88
40,46,44
98,47,19
12,48,32
71,49,79
96,50,88
87,51,92
25,52,34
69,53,51
61,54,64
41,55,14
99,56,78
97,57,30
97,58,92
4,59,75
63,60,76
66,61,85
28,62,44
2,63,69
63,64,52
3,65,40
47,66,73
63,67,10
38,68,80
67,69,34
32,70,96
72,71,93
20,72,87
39,73,5
77,74,65
65,75,69
94,76,65
18,77,71
15,78,40
0,79,80
59,80,32
80,81,42
27,82,86
4,83,40
1,84,49
15,85,17
3,86,22
20,87,18
56,88,14
35,89,86
35,90,47
19,91,78
45,92,10
82,93,89
63,94,43
68,95,90
47,96,68
65,97,40
35,98,10
5,99,74
27,100,64
6,101,77
27,102,23
18,103,59
85,104,56
88,105,27
46,106,39
26,107,0
78,108,75
38,109,52
57,110,58
96,111,80
31,112,39
86,113,57
20,114,28
8,115,71
88,116,8
12,117,65
1,118,36
8,119,16
44,120,50
47,121,27
87,122,10
7,123,36
72,124,68
44,125,8
39,126,57
45,127,59
53,128,0
30,129,84
58,130,85
97,131,52
8,132,73
15,133,14
71,134,1
8,135,49
50,136,79
4,137,21
87,138,95
45,139,71
62,140,24
24,141,85
47,142,45
44,143,33
56,144,27
69,145,2
51,146,63
92,147,13
77,148,90
42,149,6
1,150,37
25,151,34
20,152,90
79,153,71
75,154,65
51,155,54
8,156,26
99,157,49
50,158,95
71,159,57
87,160,21
19,161,10
44,162,35
43,163,40
94,164,39
1,165,99
70,166,44
97,167,99
46,168,86
65,169,86
35,170,32
39,171,25
48,172,53
36,173,19
93,174,99
59,175,59
67,176,12
84,177,47
63,178,48
76,179,59
50,180,92
46,181,32
73,182,2
73,183,61
90,184,56
4,185,94
56,186,97
40,187,81
70,188,73
57,189,83
39,190,9
83,191,59
71,192,86
18,193,13
32,194,37
19,195,40
77,196,41
30,197,78
89,198,14
4,199,67
6,200,16
1,201,28
98,202,39
72,203,2
79,204,22
69,205,54
27,206,38
20,207,45
69,208,74
45,209,21
9,210,93
9,211,98
26,212,41
3,213,38
77,214,81
99,215,28
29,216,25
97,217,79
53,218,31
73,219,0
29,220,18
51,221,82
42,222,12
24,223,78
68,224,99
53,225,45
66,226,93
59,227,61
39,228,40
58,229,29
44,230,29
28,231,4
14,232,59
15,233,80
18,234,86
27,235,71
55,236,80
30,237,5
29,238,58
90,239,30
85,240,87
12,241,88
62,242,39
38,243,7
31,244,44
96,245,7
64,246,27
44,247,40
40,248,53
69,249,8
56,250,38
96,251,78
70,252,55
29,253,21
11,254,35
76,255,6
94,256,2
69,257,21
86,258,57
81,259,44
45,260,5
83,261,13
28,262,82
62,263,39
46,264,37
33,265,94
39,266,82
86,267,1
16,268,79
98,269,79
80,270,95
26,271,53
38,272,66
86,273,73
68,274,78
25,275,81
65,276,11
7,277,44
28,278,15
