user_id,image_id,class
14,0,1
31,1,44
95,2,71
25,3,11
4,4,99
48,5,62
23,6,42
67,7,96
94,8,89
99,9,15
77,10,48
53,11,3
28,12,57
34,13,59
17,14,63
65,15,35
80,16,38
34,17,31
46,18,5
0,19,52
16,20,53
14,21,65
63,22,72
81,23,42
41,24,78
17,25,31
21,26,61
8,27,56
39,28,46
3,29,58
43,30,67
18,31,90
90,32,19
73,33,28
11,34,89
0,35,39
61,36,77
30,37,50
1,38,4
4,39,29
19,40,78
83,41,89
54,42,3
74,43,70
36,44,38
66,45,88
34,46,44
95,47,19
13,48,32
86,49,79
86,50,88
79,51,92
40,52,34
93,53,51
89,54,64
80,55,14
83,56,78
97,57,30
79,58,92
17,59,75
50,60,76
84,61,85
31,62,44
6,63,69
6,64,52
15,65,40
52,66,73
67,67,10
54,68,80
64,69,34
18,70,96
68,71,93
22,72,87
40,73,5
93,74,65
59,75,69
97,76,65
40,77,71
21,78,40
1,79,80
39,80,32
81,81,42
48,82,86
15,83,40
16,84,49
10,85,17
3,86,22
28,87,18
96,88,14
49,89,86
37,90,47
19,91,78
52,92,10
90,93,89
95,94,43
62,95,90
32,96,68
80,97,40
19,98,10
5,99,74
59,100,64
11,101,77
27,102,23
15,103,59
98,104,56
90,105,27
27,106,39
25,107,0
92,108,75
5,109,52
81,110,58
98,111,80
20,112,39
75,113,57
26,114,28
17,115,71
64,116,8
14,117,65
2,118,36
3,119,16
30,120,50
60,121,27
90,122,10
10,123,36
47,124,68
36,125,8
23,126,57
16,127,59
39,128,0
59,129,84
77,130,85
55,131,52
9,132,73
70,133,14
87,134,1
29,135,49
72,136,79
7,137,21
92,138,95
67,139,71
63,140,24
25,141,85
58,142,45
77,143,33
71,144,27
34,145,2
47,146,63
84,147,13
65,148,90
54,149,6
8,150,37
40,151,34
18,152,90
96,153,71
88,154,65
64,155,54
31,156,26
95,157,49
70,158,95
45,159,57
64,160,21
16,161,10
78,162,35
41,163,40
66,164,39
0,165,99
72,166,44
91,167,99
61,168,86
66,169,86
28,170,32
39,171,25
31,172,53
39,173,19
91,174,99
33,175,59
83,176,12
76,177,47
79,178,48
51,179,59
62,180,92
37,181,32
39,182,2
37,183,61
99,184,56
8,185,94
43,186,97
36,187,81
60,188,73
66,189,83
67,190,9
55,191,59
69,192,86
35,193,13
33,194,37
21,195,40
77,196,41
23,197,78
99,198,14
4,199,67
3,200,16
4,201,28
66,202,39
39,203,2
58,204,22
75,205,54
19,206,38
40,207,45
81,208,74
38,209,21
2,210,93
12,211,98
40,212,41
10,213,38
63,214,81
83,215,28
29,216,25
98,217,79
53,218,31
39,219,0
33,220,18
51,221,82
38,222,12
19,223,78
79,224,99
58,225,45
64,226,93
33,227,61
26,228,40
52,229,29
26,230,29
7,231,4
15,232,59
23,233,80
28,234,86
42,235,71
67,236,80
28,237,5
35,238,58
97,239,30
45,240,87
16,241,88
52,242,39
21,243,7
31,244,44
49,245,7
83,246,27
41,247,40
20,248,53
62,249,8
35,250,38
83,251,78
96,252,55
30,253,21
41,254,35
75,255,6
85,256,2
48,257,21
75,258,57
89,259,44
46,260,5
71,261,13
12,262,82
52,263,39
44,264,37
27,265,94
35,266,82
95,267,1
32,268,79
98,269,79
92,270,95
15,271,53
33,272,66
91,273,73
58,274,78
34,275,81
67,276,11
0,277,44
51,278,15
98,279,33
14,280,37
27,281,32
99,282,15
13,283,61
36,284,8
28,285,45
31,286,84
92,287,56
53,288,77
43,289,71
60,290,83
6,291,94
43,292,27
67,293,79
61,294,74
96,295,71
85,296,94
35,297,69
31,298,16
61,299,13
96,300,55
58,301,38
2,302,39
63,303,87
55,304,62
19,305,78
57,306,58
18,307,58
62,308,8
98,309,43
96,310,66
64,311,52
21,312,19
61,313,82
64,314,32
5,315,52
91,316,79
4,317,15
40,318,5
19,319,90
34,320,48
82,321,36
99,322,15
42,323,45
62,324,8
6,325,20
59,326,84
25,327,11
74,328,53
21,329,89
0,330,29
19,331,36
75,332,57
21,333,67
28,334,5
51,335,16
19,336,38
94,337,95
3,338,85
17,339,52
93,340,27
86,341,83
80,342,43
74,343,55
1,344,72
67,345,33
52,346,93
44,347,94
14,348,65
21,349,89
98,350,79
28,351,18
48,352,13
36,353,13
24,354,39
1,355,80
13,356,85
26,357,29
10,358,24
94,359,84
45,360,91
64,361,34
29,362,50
80,363,3
79,364,70
10,365,82
91,366,48
39,367,32
87,368,13
58,369,28
6,370,70
95,371,66
86,372,10
51,373,75
8,374,81
5,375,91
56,376,87
71,377,35
25,378,0
32,379,79
27,380,54
1,381,99
73,382,54
23,383,57
58,384,38
49,385,28
1,386,4
10,387,82
57,388,51
68,389,89
15,390,28
13,391,10
90,392,85
93,393,51
46,394,3
68,395,23
12,396,15
14,397,61
72,398,89
45,399,74
48,400,60
7,401,91
70,402,35
16,403,80
39,404,38
21,405,17
49,406,18
66,407,36
0,408,92
70,409,58
95,410,66
42,411,23
62,412,35
67,413,45
19,414,32
79,415,92
64,416,34
75,417,84
68,418,96
78,419,57
40,420,76
44,421,48
4,422,9
5,423,16
87,424,95
61,425,95
81,426,8
19,427,38
15,428,59
18,429,90
92,430,27
13,431,61
25,432,0
60,433,75
53,434,76
9,435,94
20,436,53
86,437,17
14,438,21
76,439,30
58,440,78
74,441,53
94,442,35
1,443,72
90,444,85
51,445,16
49,446,63
86,447,83
1,448,72
57,449,80
61,450,95
29,451,96
42,452,20
57,453,51
73,454,47
28,455,98
78,456,74
62,457,8
55,458,47
56,459,41
6,460,70
41,461,63
1,462,18
5,463,16
60,464,44
54,465,28
76,466,1
64,467,98
50,468,6
76,469,10
50,470,34
92,471,3
6,472,31
56,473,21
94,474,56
0,475,97
67,476,88
71,477,95
23,478,93
67,479,47
23,480,63
70,481,4
47,482,70
18,483,90
5,484,52
62,485,60
69,486,66
