user_id,image_id,class
10,0,1
27,1,44
69,2,71
23,3,11
2,4,99
66,5,62
13,6,42
46,7,96
89,8,89
98,9,15
71,10,48
61,11,3
48,12,57
85,13,59
30,14,63
28,15,35
59,16,38
26,17,31
38,18,5
0,19,52
34,20,53
22,21,65
95,22,72
99,23,42
56,24,78
26,25,31
40,26,61
7,27,56
33,28,46
10,29,58
39,30,67
17,31,90
91,32,19
69,33,28
19,34,89
5,35,39
62,36,77
19,37,50
22,38,4
0,39,29
8,40,78
83,41,89
61,42,3
81,43,70
49,44,38
35,45,88
55,46,44
91,47,19
21,48,32
52,49,79
94,50,88
81,51,92
33,52,34
77,53,51
57,54,64
45,55,14
79,56,78
79,57,30
84,58,92
1,59,75
56,60,76
65,61,85
27,62,44
3,63,69
34,64,52
4,65,40
75,66,73
85,67,10
62,68,80
92,69,34
15,70,96
92,71,93
51,72,87
31,73,5
36,74,65
53,75,69
54,76,65
13,77,71
27,78,40
2,79,80
86,80,32
99,81,42
35,82,86
8,83,40
1,84,49
29,85,17
22,86,22
12,87,18
45,88,14
44,89,86
52,90,47
8,91,78
57,92,10
83,93,89
68,94,43
42,95,90
27,96,68
85,97,40
50,98,10
9,99,74
33,100,64
9,101,77
22,102,23
25,103,59
72,104,56
96,105,27
32,106,39
26,107,0
86,108,75
17,109,52
80,110,58
99,111,80
30,112,39
68,113,57
49,114,28
4,115,71
70,116,8
22,117,65
4,118,36
17,119,16
19,120,50
51,121,27
87,122,10
4,123,36
60,124,68
70,125,8
48,126,57
49,127,59
56,128,0
44,129,84
65,130,85
34,131,52
14,132,73
23,133,14
35,134,1
6,135,49
40,136,79
1,137,21
49,138,95
62,139,71
76,140,24
39,141,85
92,142,45
18,143,33
51,144,27
63,145,2
60,146,63
80,147,13
51,148,90
30,149,6
6,150,37
33,151,34
17,152,90
78,153,71
36,154,65
37,155,54
6,156,26
83,157,49
17,158,95
65,159,57
71,160,21
14,161,10
38,162,35
74,163,40
75,164,39
2,165,99
89,166,44
87,167,99
67,168,86
91,169,86
63,170,32
46,171,25
60,172,53
43,173,19
77,174,99
79,175,59
68,176,12
83,177,47
71,178,48
86,179,59
57,180,92
86,181,32
73,182,2
56,183,61
72,184,56
9,185,94
84,186,97
41,187,81
92,188,73
37,189,83
37,190,9
96,191,59
97,192,86
18,193,13
83,194,37
32,195,40
47,196,41
12,197,78
71,198,14
36,199,67
15,200,16
16,201,28
82,202,39
73,203,2
82,204,22
51,205,54
38,206,38
53,207,45
53,208,74
40,209,21
4,210,93
2,211,98
18,212,41
6,213,38
89,214,81
77,215,28
33,216,25
54,217,79
36,218,31
87,219,0
12,220,18
88,221,82
40,222,12
8,223,78
49,224,99
95,225,45
82,226,93
53,227,61
74,228,40
10,229,29
3,230,29
25,231,4
25,232,59
44,233,80
35,234,86
13,235,71
90,236,80
29,237,5
58,238,58
77,239,30
75,240,87
7,241,88
50,242,39
3,243,7
27,244,44
53,245,7
62,246,27
74,247,40
60,248,53
70,249,8
46,250,38
79,251,78
85,252,55
31,253,21
16,254,35
56,255,6
83,256,2
43,257,21
68,258,57
89,259,44
38,260,5
69,261,13
36,262,82
50,263,39
93,264,37
63,265,94
75,266,82
47,267,1
24,268,79
54,269,79
41,270,95
31,271,53
45,272,66
98,273,73
57,274,78
41,275,81
84,276,11
0,277,44
74,278,15
72,279,33
52,280,37
51,281,32
98,282,15
19,283,61
70,284,8
53,285,45
44,286,84
62,287,56
62,288,77
39,289,71
1,290,83
4,291,94
35,292,27
24,293,79
43,294,74
72,295,71
88,296,94
38,297,69
92,298,16
65,299,13
85,300,55
59,301,38
5,302,39
83,303,87
88,304,62
3,305,78
80,306,58
54,307,58
70,308,8
89,309,43
93,310,66
34,311,52
11,312,19
88,313,82
92,314,32
18,315,52
